order_id,date,customer_id,category,subcategory,price,size,color,returned,rating,payment_method,margin,day_of_week,day_of_month
ORDER_0500,2022-06-17,CUST_0171,Vestidos,Festa,541.4,P,Vermelho,False,4,Boleto,297.77,4,17
ORDER_0501,2022-06-17,CUST_0295,Blusas,Moletom,105.42,P,Rosa,False,5,PIX,47.44,4,17
ORDER_0502,2022-06-17,CUST_0189,Acessórios,Cintos,109.26,Único,Marrom,False,4,Credit Card,54.63,4,17
ORDER_0503,2022-06-17,CUST_0426,Blusas,Moletom,108.47,G,Preto,False,5,Credit Card,48.81,4,17
ORDER_0504,2022-06-17,CUST_0465,Acessórios,Bolsas,253.91,Único,Dourado,False,3,Debit Card,139.65,4,17
ORDER_0505,2022-06-19,CUST_0079,Acessórios,Bolsas,347.39,Único,Marrom,False,5,PIX,159.22,6,19
ORDER_0506,2022-06-19,CUST_0146,Calças,Social,379.78,GG,Preto,False,4,Credit Card,164.57,6,19
ORDER_0507,2022-06-19,CUST_0407,Saias,Mini,108.73,M,Rosa,False,4,PIX,42.59,6,19
ORDER_0508,2022-06-19,CUST_0182,Vestidos,Casual,159.04,P,Preto,False,3,PIX,59.64,6,19
ORDER_0509,2022-06-20,CUST_0499,Saias,Mini,140.67,P,Preto,False,4,Debit Card,66.11,0,20
ORDER_0510,2022-06-20,CUST_0286,Saias,Longa,177.84,P,Preto,False,5,PIX,92.48,0,20
ORDER_0511,2022-06-21,CUST_0250,Vestidos,Praia,106.22,M,Preto,False,3,Credit Card,53.11,1,21
ORDER_0512,2022-06-21,CUST_0354,Blusas,Moletom,131.15,P,Branco,False,5,Credit Card,59.02,1,21
ORDER_0513,2022-06-21,CUST_0314,Acessórios,Bolsas,172.27,Único,Prata,False,4,PIX,94.75,1,21
ORDER_0514,2022-06-22,CUST_0196,Calças,Jeans,198.29,M,Azul,False,4,Debit Card,95.18,2,22
ORDER_0515,2022-06-22,CUST_0323,Vestidos,Casual,140.2,M,Rosa,False,5,PIX,63.09,2,22
ORDER_0516,2022-06-22,CUST_0071,Calças,Social,185.79,G,Branco,False,3,Boleto,96.61,2,22
ORDER_0517,2022-06-23,CUST_0248,Saias,Midi,208.83,P,Azul,False,5,Debit Card,104.42,3,23
ORDER_0518,2022-06-24,CUST_0146,Acessórios,Cintos,121.86,Único,Prata,False,5,PIX,60.93,4,24
ORDER_0519,2022-06-25,CUST_0106,Acessórios,Cintos,117.4,Único,Marrom,False,4,PIX,40.77,5,25
ORDER_0520,2022-06-25,CUST_0263,Saias,Mini,156.2,G,Rosa,False,4,Credit Card,50.98,5,25
ORDER_0521,2022-06-26,CUST_0296,Acessórios,Bijuterias,72.55,Único,Preto,False,3,Credit Card,30.23,6,26
ORDER_0522,2022-06-26,CUST_0070,Calças,Moletom,251.83,GG,Branco,False,4,Debit Card,78.7,6,26
ORDER_0523,2022-06-26,CUST_0470,Calças,Jeans,414.81,G,Azul,False,3,PIX,138.27,6,26
ORDER_0524,2022-06-27,CUST_0193,Vestidos,Praia,126.96,G,Vermelho,False,5,PIX,52.9,0,27
ORDER_0525,2022-06-27,CUST_0068,Vestidos,Praia,158.53,M,Rosa,False,4,Credit Card,66.06,0,27
ORDER_0526,2022-06-27,CUST_0494,Calças,Jeans,237.73,G,Azul,False,1,Credit Card,95.09,0,27
ORDER_0527,2022-06-28,CUST_0305,Saias,Longa,201.44,P,Azul,False,4,PIX,87.29,1,28
ORDER_0528,2022-06-28,CUST_0052,Saias,Longa,209.06,P,Rosa,False,5,PIX,90.59,1,28
ORDER_0529,2022-06-29,CUST_0370,Blusas,T-shirt,90.01,G,Preto,False,4,PIX,31.5,2,29
ORDER_0530,2022-06-29,CUST_0363,Blusas,Social,175.25,G,Azul,False,3,Debit Card,70.1,2,29
ORDER_0531,2022-06-30,CUST_0285,Blusas,Moletom,233.58,P,Preto,False,4,PIX,87.59,3,30
ORDER_0532,2022-07-01,CUST_0405,Saias,Mini,125.23,M,Azul,False,4,PIX,49.05,4,1
ORDER_0533,2022-07-01,CUST_0474,Acessórios,Bijuterias,49.44,Único,Preto,False,5,PIX,24.72,4,1
ORDER_0534,2022-07-01,CUST_0334,Saias,Midi,183.78,M,Azul,False,4,Credit Card,76.58,4,1
ORDER_0535,2022-07-01,CUST_0009,Acessórios,Bijuterias,58.7,Único,Prata,False,5,PIX,29.35,4,1
ORDER_0536,2022-07-02,CUST_0251,Blusas,T-shirt,165.87,P,Branco,False,4,Boleto,48.38,5,2
ORDER_0537,2022-07-02,CUST_0431,Saias,Longa,287.9,M,Azul,False,5,Credit Card,103.96,5,2
ORDER_0538,2022-07-03,CUST_0332,Calças,Jeans,252.14,G,Preto,False,4,Credit Card,84.05,6,3
ORDER_0539,2022-07-03,CUST_0298,Calças,Moletom,250.59,P,Branco,False,4,Credit Card,78.31,6,3
ORDER_0540,2022-07-03,CUST_0435,Saias,Midi,309.27,G,Preto,True,5,Boleto,107.39,6,3
ORDER_0541,2022-07-04,CUST_0184,Acessórios,Bijuterias,117.11,Único,Prata,False,3,Boleto,58.55,0,4
ORDER_0542,2022-07-05,CUST_0179,Saias,Longa,270.89,M,Azul,False,2,Boleto,117.38,1,5
ORDER_0543,2022-07-05,CUST_0198,Blusas,T-shirt,66.28,M,Rosa,False,5,PIX,23.2,1,5
ORDER_0544,2022-07-06,CUST_0128,Acessórios,Bolsas,429.33,Único,Prata,False,2,Credit Card,236.13,2,6
ORDER_0545,2022-07-06,CUST_0020,Saias,Longa,186.94,M,Vermelho,True,2,PIX,97.21,2,6
ORDER_0546,2022-07-06,CUST_0472,Calças,Social,202.78,G,Branco,False,3,PIX,105.45,2,6
ORDER_0547,2022-07-07,CUST_0411,Saias,Longa,281.71,M,Azul,False,4,Credit Card,146.49,3,7
ORDER_0548,2022-07-07,CUST_0422,Vestidos,Praia,128.2,M,Preto,False,4,Credit Card,64.1,3,7
ORDER_0549,2022-07-08,CUST_0328,Calças,Moletom,111.91,M,Azul,False,4,Credit Card,50.36,4,8
ORDER_0550,2022-07-09,CUST_0065,Saias,Longa,337.68,P,Azul,False,5,Debit Card,146.33,5,9
ORDER_0551,2022-07-09,CUST_0182,Acessórios,Cintos,75.17,Único,Preto,False,5,PIX,31.32,5,9
ORDER_0552,2022-07-09,CUST_0241,Acessórios,Bijuterias,60.78,Único,Preto,False,4,Credit Card,30.39,5,9
ORDER_0553,2022-07-09,CUST_0369,Acessórios,Bijuterias,91.63,Único,Dourado,True,4,Boleto,45.82,5,9
ORDER_0554,2022-07-09,CUST_0024,Saias,Mini,157.31,P,Preto,False,5,Boleto,61.61,5,9
ORDER_0555,2022-07-10,CUST_0384,Acessórios,Bolsas,323.7,Único,Marrom,False,4,PIX,148.36,6,10
ORDER_0556,2022-07-10,CUST_0431,Acessórios,Bolsas,389.46,Único,Marrom,False,4,PIX,178.5,6,10
ORDER_0557,2022-07-10,CUST_0455,Saias,Midi,284.39,G,Vermelho,True,3,Credit Card,118.5,6,10
ORDER_0558,2022-07-11,CUST_0083,Calças,Jeans,145.16,GG,Preto,False,5,Debit Card,69.68,0,11
ORDER_0559,2022-07-11,CUST_0470,Calças,Jeans,189.38,G,Azul,False,4,Credit Card,90.9,0,11
ORDER_0560,2022-07-11,CUST_0319,Acessórios,Bolsas,444.16,Único,Preto,False,3,Boleto,244.29,0,11
ORDER_0561,2022-07-11,CUST_0185,Saias,Midi,180.01,P,Vermelho,False,3,Debit Card,90.0,0,11
ORDER_0562,2022-07-11,CUST_0439,Acessórios,Bijuterias,78.1,Único,Preto,False,5,Debit Card,46.86,0,11
ORDER_0563,2022-07-13,CUST_0316,Vestidos,Casual,154.83,P,Rosa,False,4,Boleto,69.67,2,13
ORDER_0564,2022-07-13,CUST_0099,Acessórios,Cintos,62.46,Único,Dourado,False,5,PIX,31.23,2,13
ORDER_0565,2022-07-13,CUST_0062,Acessórios,Bijuterias,54.24,Único,Dourado,False,3,PIX,32.54,2,13
ORDER_0566,2022-07-13,CUST_0286,Saias,Longa,162.1,M,Preto,False,3,PIX,84.29,2,13
ORDER_0567,2022-07-14,CUST_0477,Acessórios,Bijuterias,86.09,Único,Marrom,False,5,PIX,51.65,3,14
ORDER_0568,2022-07-14,CUST_0022,Acessórios,Cintos,52.4,Único,Preto,False,4,PIX,26.2,3,14
ORDER_0569,2022-07-14,CUST_0459,Saias,Longa,215.62,G,Preto,False,5,PIX,112.12,3,14
ORDER_0570,2022-07-14,CUST_0212,Saias,Longa,281.39,G,Preto,False,4,Boleto,146.32,3,14
ORDER_0571,2022-07-15,CUST_0126,Acessórios,Bijuterias,33.2,Único,Prata,False,1,Credit Card,19.92,4,15
ORDER_0572,2022-07-15,CUST_0413,Saias,Longa,226.59,M,Azul,False,1,Debit Card,117.83,4,15
ORDER_0573,2022-07-15,CUST_0499,Vestidos,Festa,369.58,P,Preto,False,2,PIX,203.27,4,15
ORDER_0574,2022-07-15,CUST_0425,Vestidos,Casual,102.04,P,Azul,False,4,Credit Card,45.92,4,15
ORDER_0575,2022-07-17,CUST_0042,Blusas,T-shirt,60.56,G,Preto,False,4,Boleto,21.2,6,17
ORDER_0576,2022-07-17,CUST_0098,Acessórios,Bijuterias,62.08,Único,Prata,False,5,Boleto,31.04,6,17
ORDER_0577,2022-07-17,CUST_0449,Vestidos,Casual,195.22,G,Azul,False,5,Credit Card,73.21,6,17
ORDER_0578,2022-07-18,CUST_0031,Vestidos,Festa,415.64,G,Azul,False,4,Credit Card,228.6,0,18
ORDER_0579,2022-07-19,CUST_0158,Acessórios,Cintos,56.64,Único,Marrom,False,4,PIX,28.32,1,19
ORDER_0580,2022-07-20,CUST_0112,Vestidos,Praia,104.75,P,Vermelho,False,5,PIX,52.38,2,20
ORDER_0581,2022-07-20,CUST_0402,Calças,Social,285.64,G,Preto,False,5,Boleto,148.53,2,20
ORDER_0582,2022-07-20,CUST_0247,Acessórios,Bolsas,410.49,Único,Prata,False,5,Boleto,225.77,2,20
ORDER_0583,2022-07-20,CUST_0122,Vestidos,Festa,478.06,P,Rosa,False,4,Credit Card,262.93,2,20
ORDER_0584,2022-07-20,CUST_0273,Vestidos,Festa,301.07,G,Vermelho,False,1,Credit Card,165.59,2,20
ORDER_0585,2022-07-21,CUST_0294,Vestidos,Praia,100.62,G,Preto,False,5,PIX,50.31,3,21
ORDER_0586,2022-07-21,CUST_0398,Saias,Midi,212.7,G,Rosa,False,4,PIX,106.35,3,21
ORDER_0587,2022-07-22,CUST_0471,Saias,Mini,117.7,M,Azul,False,5,Credit Card,55.32,4,22
ORDER_0588,2022-07-22,CUST_0473,Vestidos,Praia,148.45,M,Vermelho,False,5,Credit Card,74.22,4,22
ORDER_0589,2022-07-23,CUST_0207,Blusas,Social,185.17,M,Preto,False,5,Boleto,74.07,5,23
ORDER_0590,2022-07-23,CUST_0110,Calças,Social,296.92,GG,Preto,False,5,Credit Card,128.66,5,23
ORDER_0591,2022-07-24,CUST_0440,Acessórios,Bolsas,232.81,Único,Dourado,False,4,PIX,106.71,6,24
ORDER_0592,2022-07-25,CUST_0278,Acessórios,Bijuterias,41.87,Único,Preto,True,2,Debit Card,20.93,0,25
ORDER_0593,2022-07-25,CUST_0451,Blusas,Social,147.32,P,Rosa,False,4,Boleto,58.93,0,25
ORDER_0594,2022-07-25,CUST_0056,Vestidos,Casual,232.79,M,Vermelho,False,5,Boleto,87.3,0,25
ORDER_0595,2022-07-26,CUST_0375,Vestidos,Festa,542.45,M,Preto,False,5,Debit Card,248.62,1,26
ORDER_0596,2022-07-26,CUST_0403,Calças,Social,278.33,GG,Preto,False,5,Debit Card,120.61,1,26
ORDER_0597,2022-07-26,CUST_0057,Acessórios,Cintos,112.19,Único,Dourado,False,2,Debit Card,46.74,1,26
ORDER_0598,2022-07-27,CUST_0428,Blusas,Social,156.18,M,Rosa,False,4,PIX,62.47,2,27
ORDER_0599,2022-07-27,CUST_0482,Vestidos,Casual,118.01,M,Azul,False,4,Debit Card,44.25,2,27
ORDER_0600,2022-07-27,CUST_0291,Acessórios,Cintos,113.39,Único,Marrom,False,4,Credit Card,47.24,2,27
ORDER_0601,2022-07-28,CUST_0114,Blusas,Social,148.91,M,Azul,False,5,PIX,59.56,3,28
ORDER_0602,2022-07-29,CUST_0381,Acessórios,Cintos,65.15,Único,Preto,False,5,Credit Card,27.14,4,29
ORDER_0603,2022-07-29,CUST_0385,Calças,Moletom,187.5,P,Azul,False,5,Credit Card,70.31,4,29
ORDER_0604,2022-07-29,CUST_0308,Acessórios,Bolsas,446.17,Único,Marrom,False,5,Credit Card,204.5,4,29
ORDER_0605,2022-07-31,CUST_0341,Blusas,Moletom,211.67,P,Branco,False,4,Boleto,66.15,6,31
ORDER_0606,2022-08-01,CUST_0477,Blusas,T-shirt,63.88,P,Azul,False,5,Credit Card,22.36,0,1
ORDER_0607,2022-08-02,CUST_0198,Saias,Longa,229.48,P,Azul,False,5,Boleto,99.44,1,2
ORDER_0608,2022-08-02,CUST_0421,Acessórios,Bolsas,432.34,Único,Marrom,False,4,PIX,198.15,1,2
ORDER_0609,2022-08-03,CUST_0321,Saias,Mini,215.11,P,Preto,False,4,Boleto,84.25,2,3
ORDER_0610,2022-08-03,CUST_0179,Saias,Longa,273.38,M,Azul,False,3,PIX,118.47,2,3
ORDER_0611,2022-08-03,CUST_0385,Acessórios,Bolsas,336.01,Único,Prata,False,1,Debit Card,154.01,2,3
ORDER_0612,2022-08-04,CUST_0219,Acessórios,Bolsas,340.2,Único,Preto,False,5,Debit Card,155.93,3,4
ORDER_0613,2022-08-04,CUST_0277,Saias,Mini,194.86,M,Preto,False,2,PIX,76.32,3,4
ORDER_0614,2022-08-04,CUST_0437,Saias,Midi,194.69,P,Vermelho,False,5,PIX,81.12,3,4
ORDER_0615,2022-08-04,CUST_0016,Blusas,Social,176.06,M,Branco,False,5,PIX,70.43,3,4
ORDER_0616,2022-08-04,CUST_0492,Blusas,Social,203.72,M,Rosa,False,4,Credit Card,81.49,3,4
ORDER_0617,2022-08-04,CUST_0379,Blusas,Moletom,166.73,P,Azul,False,5,Debit Card,62.52,3,4
ORDER_0618,2022-08-05,CUST_0061,Vestidos,Festa,529.38,M,Vermelho,False,2,Debit Card,242.63,4,5
ORDER_0619,2022-08-05,CUST_0054,Saias,Midi,218.87,P,Rosa,False,3,Credit Card,91.19,4,5
ORDER_0620,2022-08-05,CUST_0168,Saias,Midi,232.22,M,Vermelho,False,3,Boleto,96.76,4,5
ORDER_0621,2022-08-05,CUST_0026,Acessórios,Bolsas,475.43,Único,Prata,False,2,PIX,217.9,4,5
ORDER_0622,2022-08-05,CUST_0336,Blusas,Social,274.72,G,Azul,False,1,Debit Card,109.89,4,5
ORDER_0623,2022-08-05,CUST_0476,Saias,Midi,146.45,G,Preto,False,5,Debit Card,61.02,4,5
ORDER_0624,2022-08-06,CUST_0065,Saias,Longa,186.37,G,Vermelho,False,2,Debit Card,80.76,5,6
ORDER_0625,2022-08-06,CUST_0100,Acessórios,Cintos,76.04,Único,Marrom,False,2,PIX,31.68,5,6
ORDER_0626,2022-08-06,CUST_0074,Acessórios,Bijuterias,48.22,Único,Prata,False,5,Debit Card,24.11,5,6
ORDER_0627,2022-08-06,CUST_0192,Acessórios,Cintos,150.53,Único,Dourado,False,5,Debit Card,62.72,5,6
ORDER_0628,2022-08-08,CUST_0171,Vestidos,Praia,127.59,M,Vermelho,False,5,Debit Card,63.8,0,8
ORDER_0629,2022-08-08,CUST_0273,Saias,Mini,125.2,P,Rosa,False,2,Credit Card,58.84,0,8
ORDER_0630,2022-08-08,CUST_0377,Saias,Mini,90.46,M,Preto,False,5,PIX,42.52,0,8
ORDER_0631,2022-08-08,CUST_0187,Vestidos,Casual,146.44,M,Azul,False,5,Debit Card,65.9,0,8
ORDER_0632,2022-08-10,CUST_0023,Acessórios,Cintos,127.52,Único,Prata,False,5,PIX,63.76,2,10
ORDER_0633,2022-08-10,CUST_0391,Saias,Longa,188.37,M,Rosa,False,3,Boleto,97.95,2,10
ORDER_0634,2022-08-11,CUST_0428,Calças,Moletom,103.1,P,Branco,False,1,PIX,46.39,3,11
ORDER_0635,2022-08-11,CUST_0181,Calças,Moletom,118.54,M,Azul,False,3,PIX,53.34,3,11
ORDER_0636,2022-08-11,CUST_0327,Acessórios,Cintos,128.64,Único,Preto,False,5,Debit Card,64.32,3,11
ORDER_0637,2022-08-11,CUST_0108,Acessórios,Bolsas,400.44,Único,Marrom,False,1,Boleto,220.24,3,11
ORDER_0638,2022-08-11,CUST_0335,Vestidos,Festa,335.4,G,Rosa,False,4,PIX,184.47,3,11
ORDER_0639,2022-08-11,CUST_0162,Vestidos,Casual,134.74,P,Rosa,False,4,PIX,60.63,3,11
ORDER_0640,2022-08-11,CUST_0302,Acessórios,Bolsas,380.67,Único,Marrom,False,4,Credit Card,209.37,3,11
ORDER_0641,2022-08-12,CUST_0493,Blusas,T-shirt,90.31,P,Branco,False,5,Boleto,37.93,4,12
ORDER_0642,2022-08-12,CUST_0452,Saias,Mini,112.09,M,Azul,False,3,Debit Card,52.68,4,12
ORDER_0643,2022-08-12,CUST_0206,Saias,Longa,236.87,M,Vermelho,False,2,Debit Card,123.17,4,12
ORDER_0644,2022-08-12,CUST_0078,Acessórios,Cintos,128.63,Único,Prata,False,4,Boleto,64.31,4,12
ORDER_0645,2022-08-13,CUST_0016,Vestidos,Casual,166.7,G,Rosa,False,3,Debit Card,62.51,5,13
ORDER_0646,2022-08-13,CUST_0327,Acessórios,Bijuterias,108.07,Único,Prata,False,5,PIX,54.04,5,13
ORDER_0647,2022-08-13,CUST_0096,Calças,Jeans,164.36,GG,Azul,False,2,PIX,65.75,5,13
ORDER_0648,2022-08-13,CUST_0147,Acessórios,Cintos,117.68,Único,Preto,True,1,Credit Card,49.03,5,13
ORDER_0649,2022-08-13,CUST_0002,Calças,Jeans,270.9,M,Preto,False,5,Credit Card,108.36,5,13
ORDER_0650,2022-08-13,CUST_0010,Vestidos,Praia,172.13,P,Preto,True,2,PIX,71.72,5,13
ORDER_0651,2022-08-14,CUST_0434,Calças,Social,419.77,P,Branco,False,4,Boleto,181.9,6,14
ORDER_0652,2022-08-14,CUST_0125,Acessórios,Bijuterias,52.09,Único,Marrom,False,5,Boleto,26.05,6,14
ORDER_0653,2022-08-14,CUST_0081,Saias,Mini,119.75,P,Vermelho,False,4,Credit Card,46.9,6,14
ORDER_0654,2022-08-14,CUST_0485,Acessórios,Cintos,112.69,Único,Dourado,False,4,Debit Card,46.95,6,14
ORDER_0655,2022-08-14,CUST_0140,Acessórios,Bijuterias,98.2,Único,Preto,False,5,Boleto,49.1,6,14
ORDER_0656,2022-08-15,CUST_0326,Acessórios,Bijuterias,63.8,Único,Marrom,True,2,PIX,38.28,0,15
ORDER_0657,2022-08-15,CUST_0150,Saias,Midi,168.63,M,Azul,False,5,Boleto,84.31,0,15
ORDER_0658,2022-08-15,CUST_0288,Saias,Longa,177.84,M,Preto,False,5,Credit Card,92.48,0,15
ORDER_0659,2022-08-15,CUST_0361,Saias,Longa,196.7,G,Preto,False,4,Debit Card,102.28,0,15
ORDER_0660,2022-08-16,CUST_0340,Vestidos,Festa,323.79,G,Preto,False,5,Credit Card,178.08,1,16
ORDER_0661,2022-08-16,CUST_0129,Acessórios,Bolsas,443.91,Único,Preto,False,5,PIX,244.15,1,16
ORDER_0662,2022-08-17,CUST_0438,Vestidos,Festa,412.57,G,Rosa,False,5,Debit Card,226.91,2,17
ORDER_0663,2022-08-17,CUST_0239,Vestidos,Casual,187.37,P,Azul,False,1,PIX,84.32,2,17
ORDER_0664,2022-08-17,CUST_0058,Blusas,Social,175.71,GG,Preto,False,2,Boleto,84.34,2,17
ORDER_0665,2022-08-17,CUST_0198,Vestidos,Festa,310.19,G,Preto,False,5,PIX,170.6,2,17
ORDER_0666,2022-08-17,CUST_0211,Vestidos,Casual,143.56,M,Preto,False,5,Debit Card,64.6,2,17
ORDER_0667,2022-08-17,CUST_0402,Calças,Social,324.59,G,Azul,False,3,Debit Card,168.79,2,17
ORDER_0668,2022-08-17,CUST_0390,Acessórios,Bijuterias,38.06,Único,Preto,True,3,Boleto,22.84,2,17
ORDER_0669,2022-08-18,CUST_0045,Acessórios,Bijuterias,93.16,Único,Preto,False,2,Debit Card,55.9,3,18
ORDER_0670,2022-08-18,CUST_0097,Vestidos,Festa,457.93,M,Preto,False,3,PIX,251.86,3,18
ORDER_0671,2022-08-19,CUST_0279,Acessórios,Bolsas,257.97,Único,Marrom,False,5,Boleto,141.88,4,19
ORDER_0672,2022-08-19,CUST_0023,Acessórios,Bolsas,402.11,Único,Marrom,False,4,Credit Card,221.16,4,19
ORDER_0673,2022-08-19,CUST_0410,Blusas,Social,213.64,G,Rosa,False,4,PIX,102.55,4,19
ORDER_0674,2022-08-19,CUST_0461,Saias,Longa,264.94,G,Rosa,False,4,PIX,137.77,4,19
ORDER_0675,2022-08-19,CUST_0391,Vestidos,Praia,91.2,M,Preto,False,5,Debit Card,45.6,4,19
ORDER_0676,2022-08-19,CUST_0335,Vestidos,Casual,116.43,M,Azul,False,4,Debit Card,52.39,4,19
ORDER_0677,2022-08-21,CUST_0044,Calças,Social,344.76,G,Azul,False,5,Debit Card,149.4,6,21
ORDER_0678,2022-08-21,CUST_0027,Saias,Midi,198.83,G,Preto,True,1,Credit Card,82.84,6,21
ORDER_0679,2022-08-21,CUST_0282,Saias,Mini,201.13,P,Preto,False,5,Credit Card,78.78,6,21
ORDER_0680,2022-08-21,CUST_0097,Acessórios,Cintos,119.04,Único,Marrom,True,3,Debit Card,49.6,6,21
ORDER_0681,2022-08-21,CUST_0463,Vestidos,Casual,136.93,P,Azul,True,1,PIX,51.35,6,21
ORDER_0682,2022-08-21,CUST_0036,Saias,Longa,182.75,M,Vermelho,False,4,PIX,79.19,6,21
ORDER_0683,2022-08-21,CUST_0109,Acessórios,Cintos,122.2,Único,Preto,False,4,Credit Card,50.91,6,21
ORDER_0684,2022-08-21,CUST_0055,Blusas,T-shirt,81.53,M,Rosa,False,5,PIX,28.53,6,21
ORDER_0685,2022-08-22,CUST_0192,Saias,Longa,208.65,G,Azul,False,4,Debit Card,108.5,0,22
ORDER_0686,2022-08-23,CUST_0219,Acessórios,Bolsas,315.57,Único,Dourado,False,4,Credit Card,173.56,1,23
ORDER_0687,2022-08-23,CUST_0185,Acessórios,Bijuterias,83.29,Único,Marrom,False,4,Debit Card,49.97,1,23
ORDER_0688,2022-08-24,CUST_0069,Blusas,Social,170.33,P,Azul,False,3,Credit Card,81.76,2,24
ORDER_0689,2022-08-24,CUST_0317,Vestidos,Casual,104.89,M,Preto,False,1,Boleto,47.2,2,24
ORDER_0690,2022-08-24,CUST_0130,Calças,Moletom,123.36,GG,Branco,False,3,PIX,55.51,2,24
ORDER_0691,2022-08-25,CUST_0055,Vestidos,Praia,122.88,M,Preto,False,5,PIX,51.2,3,25
ORDER_0692,2022-08-25,CUST_0378,Blusas,Moletom,230.95,P,Rosa,False,5,PIX,86.61,3,25
ORDER_0693,2022-08-25,CUST_0097,Saias,Mini,115.84,P,Rosa,False,3,Credit Card,45.37,3,25
ORDER_0694,2022-08-27,CUST_0336,Acessórios,Cintos,162.72,Único,Marrom,False,5,Credit Card,56.5,5,27
ORDER_0695,2022-08-27,CUST_0087,Vestidos,Casual,181.83,M,Rosa,False,5,Credit Card,56.82,5,27
ORDER_0696,2022-08-27,CUST_0294,Blusas,T-shirt,73.56,G,Preto,False,4,Debit Card,21.45,5,27
ORDER_0697,2022-08-27,CUST_0119,Calças,Moletom,137.87,M,Azul,True,4,Boleto,43.08,5,27
ORDER_0698,2022-08-29,CUST_0208,Blusas,T-shirt,135.19,GG,Branco,True,2,PIX,47.32,0,29
ORDER_0699,2022-08-30,CUST_0334,Acessórios,Bijuterias,47.27,Único,Preto,False,5,Boleto,23.63,1,30
ORDER_0700,2022-08-30,CUST_0413,Acessórios,Bijuterias,117.96,Único,Preto,False,4,Debit Card,58.98,1,30
ORDER_0701,2022-08-30,CUST_0154,Blusas,Social,265.42,G,Branco,False,4,PIX,106.17,1,30
ORDER_0702,2022-08-30,CUST_0035,Acessórios,Bolsas,335.95,Único,Prata,False,3,Boleto,153.98,1,30
ORDER_0703,2022-08-30,CUST_0079,Acessórios,Bolsas,370.33,Único,Prata,False,2,PIX,169.74,1,30
ORDER_0704,2022-08-31,CUST_0067,Vestidos,Praia,151.12,G,Rosa,False,4,Boleto,62.97,2,31
ORDER_0705,2022-08-31,CUST_0343,Acessórios,Cintos,134.94,Único,Dourado,False,5,Credit Card,56.23,2,31
ORDER_0706,2022-08-31,CUST_0413,Acessórios,Cintos,162.68,Único,Preto,False,3,Boleto,67.78,2,31
ORDER_0707,2022-08-31,CUST_0034,Blusas,Social,165.82,P,Azul,True,3,PIX,66.33,2,31
ORDER_0708,2022-09-01,CUST_0097,Blusas,T-shirt,119.15,M,Preto,False,4,Debit Card,41.7,3,1
ORDER_0709,2022-09-01,CUST_0169,Acessórios,Bijuterias,40.88,Único,Preto,False,4,Boleto,20.44,3,1
ORDER_0710,2022-09-01,CUST_0169,Acessórios,Cintos,102.34,Único,Marrom,False,3,PIX,42.64,3,1
ORDER_0711,2022-09-02,CUST_0151,Calças,Social,369.84,G,Preto,False,5,Boleto,160.26,4,2
ORDER_0712,2022-09-03,CUST_0071,Blusas,T-shirt,93.76,G,Preto,True,2,PIX,27.35,5,3
ORDER_0713,2022-09-03,CUST_0003,Vestidos,Praia,192.18,G,Preto,False,5,Debit Card,66.73,5,3
ORDER_0714,2022-09-04,CUST_0314,Vestidos,Praia,203.77,G,Rosa,False,4,Debit Card,70.75,6,4
ORDER_0715,2022-09-04,CUST_0032,Blusas,Social,235.99,G,Branco,False,5,PIX,78.66,6,4
ORDER_0716,2022-09-06,CUST_0287,Blusas,Moletom,129.48,G,Preto,False,3,PIX,58.27,1,6
ORDER_0717,2022-09-06,CUST_0082,Vestidos,Praia,129.46,M,Preto,False,1,Boleto,64.73,1,6
ORDER_0718,2022-09-07,CUST_0043,Vestidos,Casual,192.66,G,Preto,False,5,Debit Card,86.7,2,7
ORDER_0719,2022-09-07,CUST_0391,Acessórios,Cintos,124.45,Único,Preto,False,4,PIX,62.23,2,7
ORDER_0720,2022-09-07,CUST_0105,Calças,Social,212.86,M,Branco,False,4,Boleto,110.69,2,7
ORDER_0721,2022-09-08,CUST_0001,Blusas,Moletom,180.41,G,Branco,False,5,Credit Card,81.18,3,8
ORDER_0722,2022-09-08,CUST_0061,Calças,Jeans,189.21,P,Branco,False,4,Debit Card,90.82,3,8
ORDER_0723,2022-09-08,CUST_0270,Blusas,Social,206.18,P,Preto,False,4,Boleto,98.97,3,8
ORDER_0724,2022-09-08,CUST_0180,Vestidos,Casual,106.21,G,Preto,False,5,Boleto,47.79,3,8
ORDER_0725,2022-09-08,CUST_0224,Saias,Longa,225.01,G,Vermelho,False,5,PIX,117.01,3,8
ORDER_0726,2022-09-08,CUST_0006,Acessórios,Cintos,65.3,Único,Marrom,False,4,PIX,32.65,3,8
ORDER_0727,2022-09-09,CUST_0103,Blusas,T-shirt,49.94,M,Rosa,False,5,Boleto,20.97,4,9
ORDER_0728,2022-09-09,CUST_0010,Blusas,T-shirt,60.04,G,Branco,False,4,PIX,25.22,4,9
ORDER_0729,2022-09-10,CUST_0071,Acessórios,Bijuterias,57.73,Único,Dourado,False,4,Debit Card,28.87,5,10
ORDER_0730,2022-09-10,CUST_0090,Acessórios,Cintos,112.2,Único,Marrom,False,5,Credit Card,46.75,5,10
ORDER_0731,2022-09-10,CUST_0226,Saias,Longa,343.74,M,Vermelho,False,5,PIX,148.95,5,10
ORDER_0732,2022-09-10,CUST_0158,Saias,Longa,249.13,M,Rosa,False,2,Boleto,107.96,5,10
